State code,State,Municipality code,Municipality,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Cases 2015,Cases 2016,Cases 2017,Cases 2018,Cases 2019
73,Tolima,73449,Melgar,33930,34648,35643,36536,37191,387,444,213,225,329
73,Tolima,73461,Murillo,4100,4089,4103,4113,4129,0,3,1,1,3
73,Tolima,73483,Natagaima,14828,14821,14803,14835,14722,122,27,14,17,58
73,Tolima,73504,Ortega,34622,34640,34507,34607,34453,43,40,23,37,393
73,Tolima,73520,Palocabildo,9662,9689,9678,9730,9773,32,26,17,16,68
73,Tolima,73547,Piedras,6334,6499,6608,6711,6737,18,47,6,9,117
73,Tolima,73555,Planadas,25541,25677,25647,25764,25785,13,30,13,14,154
73,Tolima,73563,Prado,8807,8710,8575,8498,8443,29,14,6,12,32
73,Tolima,73585,Purificación,24537,24112,23691,23536,23527,374,72,136,124,269
73,Tolima,73616,Rioblanco,23766,23332,22881,22771,22660,31,19,26,4,228
73,Tolima,73622,Roncesvalles,5454,5464,5440,5459,5467,4,0,0,0,3
73,Tolima,73624,Rovira,21768,21778,21673,21674,21556,42,67,23,23,145
73,Tolima,73671,Saldaña,14422,14432,14408,14435,14450,53,48,42,158,688
73,Tolima,73675,San Antonio,14488,13879,13235,12896,12691,85,281,109,11,118
73,Tolima,73678,San Luis,13530,13560,13510,13553,13481,115,49,99,77,201
73,Tolima,73686,Santa Isabel,6263,6077,5870,5769,5710,1,2,0,0,4
73,Tolima,73770,Suárez,3984,3938,3855,3813,3788,20,10,48,19,52
73,Tolima,73854,Valle de San Juan,5436,5397,5343,5345,5353,21,9,24,12,103
73,Tolima,73861,Venadillo,14175,13558,13058,12817,12751,52,35,39,31,81
73,Tolima,73870,Villahermosa,10217,9752,9396,9283,9216,6,12,4,4,14
73,Tolima,73873,Villarrica,5830,5607,5308,5128,5021,3,4,2,1,3
76,Valle del Cauca,76001,Cali,2208089,2208181,2206804,2227642,2241491,14523,19414,3710,1735,3890
76,Valle del Cauca,76020,Alcalá,13634,13744,13847,14062,14189,38,74,17,4,12
76,Valle del Cauca,76036,Andalucía,21731,21953,22111,22436,22515,18,14,0,2,21
76,Valle del Cauca,76041,Ansermanuevo,19018,18343,17664,17448,17348,86,21,7,7,15
76,Valle del Cauca,76054,Argelia,6251,5985,5609,5397,5258,5,8,5,0,0
76,Valle del Cauca,76100,Bolívar,16732,16498,16121,16021,15828,75,68,21,2,15
76,Valle del Cauca,76109,Buenaventura,299487,302173,303947,308188,310194,173,296,95,46,99
76,Valle del Cauca,76111,Guadalajara de Buga,125321,125755,126034,127545,128316,273,495,69,29,511
76,Valle del Cauca,76113,Bugalagrande,23400,23673,23910,24318,24400,132,63,28,13,79
76,Valle del Cauca,76122,Caicedonia,30908,29935,29110,28825,28609,127,89,22,18,39
76,Valle del Cauca,76126,Calima,17373,17577,17736,18054,18171,6,9,3,1,17
76,Valle del Cauca,76130,Candelaria,81396,84372,87819,91825,93183,237,238,34,14,34
76,Valle del Cauca,76147,Cartago,133484,133734,134014,135729,136596,391,387,93,74,314
76,Valle del Cauca,76233,Dagua,42705,44796,46653,48443,48758,233,145,17,9,18
76,Valle del Cauca,76243,El Águila,9955,9608,9136,8909,8696,3,18,6,1,9
76,Valle del Cauca,76246,El Cairo,9060,8039,7186,6845,6637,3,5,1,0,0
76,Valle del Cauca,76248,El Cerrito,54738,55216,55613,56470,56835,135,183,40,22,14
76,Valle del Cauca,76250,El Dovio,9781,9537,9145,8886,8711,3,2,2,1,2
76,Valle del Cauca,76275,Florida,57914,57371,56958,57374,57696,219,192,33,30,293
76,Valle del Cauca,76306,Ginebra,21551,21914,22256,22741,22908,30,34,9,0,6
76,Valle del Cauca,76318,Guacarí,32014,32353,32631,33191,33405,64,88,29,11,48
76,Valle del Cauca,76364,Jamundí,122259,137418,150514,159877,164159,283,347,48,32,79
76,Valle del Cauca,76377,La Cumbre,13952,14907,15687,16316,16422,6,3,0,0,2
76,Valle del Cauca,76400,La Unión,33542,33399,33460,33953,34244,225,293,21,8,13
76,Valle del Cauca,76403,La Victoria,14184,13412,12577,12174,11981,13,18,3,9,15
76,Valle del Cauca,76497,Obando,13635,13285,12683,12312,12140,5,24,8,2,3
76,Valle del Cauca,76520,Palmira,336917,340457,343511,349294,352016,750,1337,186,105,635
76,Valle del Cauca,76563,Pradera,47455,47262,47156,47615,47918,84,79,22,13,26
76,Valle del Cauca,76606,Restrepo,16125,15683,15316,15307,15295,18,28,30,1,6
76,Valle del Cauca,76616,Riofrío,16768,15857,15466,15554,15483,28,244,4,5,52
76,Valle del Cauca,76622,Roldanillo,38073,37572,36883,36797,36767,208,83,22,5,63
76,Valle del Cauca,76670,San Pedro,16027,16324,16583,16942,17082,16,20,8,0,15
76,Valle del Cauca,76736,Sevilla,44708,43964,42801,42133,41503,31,91,9,1,21
76,Valle del Cauca,76823,Toro,16113,15408,14788,14612,14467,21,25,1,0,2
76,Valle del Cauca,76828,Trujillo,20318,19913,19364,19226,19073,44,70,12,6,51
76,Valle del Cauca,76834,Tuluá,202635,204793,207577,212685,215978,875,810,159,38,537
76,Valle del Cauca,76845,Ulloa,5528,5418,5389,5465,5412,0,35,1,0,14
76,Valle del Cauca,76863,Versalles,8560,8146,7597,7263,7070,13,55,3,0,1
76,Valle del Cauca,76869,Vijes,12040,12277,12481,12734,12817,12,38,3,2,8
76,Valle del Cauca,76890,Yotoco,15346,15555,15730,16019,16117,205,76,2,10,54
76,Valle del Cauca,76892,Yumbo,100134,102247,104527,107334,108889,247,305,59,26,179
76,Valle del Cauca,76895,Zarzal,40920,41166,41371,41925,42191,63,73,31,8,79
81,Arauca,81001,Arauca,71469,74379,78688,85585,91875,195,108,80,83,499
81,Arauca,81065,Arauquita,40163,42414,45492,49841,53407,126,9,22,63,456
81,Arauca,81220,Cravo Norte,3490,3590,3709,3925,4042,5,10,5,2,5
81,Arauca,81300,Fortul,12853,15295,17111,18938,19659,54,37,42,22,149
81,Arauca,81591,Puerto Rondón,3979,3959,4084,4399,4688,9,0,1,5,18
81,Arauca,81736,Saravena,44995,47584,50869,55554,59697,173,78,136,327,591
81,Arauca,81794,Tame,32032,35322,39258,43932,46741,174,67,14,41,268
85,Casanare,85001,Yopal,148655,155344,162437,168433,173610,926,339,209,466,2291
85,Casanare,85010,Aguazul,35001,35584,36240,36915,37513,222,188,107,230,814
85,Casanare,85015,Chámeza,2201,2278,2372,2500,2571,1,0,1,0,43
85,Casanare,85125,Hato Corozal,12811,12757,12539,12328,12203,11,4,4,16,32
85,Casanare,85136,La Salina,1534,1518,1464,1417,1385,0,0,0,0,0
85,Casanare,85139,Maní,16001,16385,16797,17211,17359,54,111,11,35,138
85,Casanare,85162,Monterrey,16875,16880,17170,17537,17797,150,54,5,29,152
85,Casanare,85225,Nunchía,9554,9250,8942,8826,8738,23,15,9,71,71
85,Casanare,85230,Orocué,11003,11518,11968,12340,12514,16,3,5,8,66
85,Casanare,85250,Paz de Ariporo,33703,34535,35404,36277,36861,182,33,2,134,327
85,Casanare,85263,Pore,11621,11768,11866,11967,12001,23,21,1,74,106
85,Casanare,85279,Recetor,1504,1552,1588,1634,1718,1,1,0,3,5
85,Casanare,85300,Sabanalarga,4167,3929,3716,3625,3583,38,7,2,5,37
85,Casanare,85315,Sácama,1935,1968,2018,2090,2073,0,0,0,0,0
85,Casanare,85325,San Luis de Palenque,8982,8596,8431,8466,8378,15,6,3,13,119
85,Casanare,85400,Támara,8181,7701,7163,6873,6671,4,7,2,4,48
85,Casanare,85410,Tauramena,21312,21937,22718,23527,24445,102,39,42,50,427
85,Casanare,85430,Trinidad,12949,13003,13076,13233,13350,18,10,4,21,224
85,Casanare,85440,Villanueva,30364,32248,34018,35305,35793,149,105,7,52,804
86,Putumayo,86001,Mocoa,51716,52990,54524,56398,57716,125,83,10,63,153
86,Putumayo,86219,Colón,5035,5116,5242,5407,5469,0,0,0,0,0
86,Putumayo,86320,Orito,38849,37363,37140,37745,38244,75,263,61,284,332
86,Putumayo,86568,Puerto Asís,60821,61802,63124,64867,66084,155,210,54,112,298
86,Putumayo,86569,Puerto Caicedo,16301,16281,16130,16095,16033,34,118,25,43,149
86,Putumayo,86571,Puerto Guzmán,27141,30964,33456,35390,36052,48,101,26,37,102
86,Putumayo,86573,Puerto Leguízamo,24432,26155,27368,28468,29001,9,19,13,44,227
86,Putumayo,86749,Sibundoy,14819,14877,14862,14940,15217,0,0,0,0,0
86,Putumayo,86755,San Francisco,6273,6016,5767,5645,5585,1,0,1,0,1
86,Putumayo,86757,San Miguel,17483,17755,18164,18780,19119,31,86,41,11,107
86,Putumayo,86760,Santiago,7153,7031,7106,7290,7284,0,0,0,0,0
86,Putumayo,86865,Valle del Guamuez,31245,31801,32506,33457,34082,503,354,82,131,213
86,Putumayo,86885,Villagarzón,21481,22401,23152,23700,23873,141,167,36,66,272
88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001,San Andrés,54916,55188,55482,55291,56358,151,53,20,12,26
88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88564,Providencia,5980,6014,6022,5989,6124,2,2,0,1,4
91,Amazonas,91001,Leticia,42600,44397,46216,48144,48918,146,74,52,44,1676
91,Amazonas,91263,El Encanto,3241,2468,2139,2100,2077,0,0,0,0,0
91,Amazonas,91405,La Chorrera,2599,2733,2831,2967,2947,0,1,1,0,1
91,Amazonas,91407,La Pedrera,2767,3255,3569,3820,3882,2,3,0,0,14
91,Amazonas,91430,La Victoria,552,575,608,644,652,0,1,0,0,0
91,Amazonas,91460,Mirití - Paraná,1621,1701,1769,1850,1860,0,0,0,0,0
91,Amazonas,91530,Puerto Alegría,662,691,711,748,759,0,0,0,0,0
91,Amazonas,91536,Puerto Arica,880,923,970,1013,1027,0,0,1,0,0
91,Amazonas,91540,Puerto Nariño,8434,8879,9280,9744,9997,0,3,1,1,3
91,Amazonas,91669,Puerto Santander,1541,1622,1685,1758,1765,0,2,0,0,0
91,Amazonas,91798,Tarapacá,2965,3248,3543,3801,3869,1,0,0,0,1
94,Guainía,94001,Inírida,25592,27171,29029,31514,32673,68,195,7,16,138
94,Guainía,94343,Barranco Minas,6077,6609,7230,8088,8042,5,1,0,0,15
94,Guainía,94663,Mapiripana,763,827,912,1022,1048,0,0,0,0,0
94,Guainía,94883,San Felipe,977,1212,1436,1667,1706,1,0,0,0,3
94,Guainía,94884,Puerto Colombia,1403,1520,1672,1874,1934,0,1,0,0,2
94,Guainía,94885,La Guadalupe,210,224,243,279,288,0,0,1,0,1
94,Guainía,94886,Cacahual,413,580,732,863,886,0,0,0,0,1
94,Guainía,94887,Pana Pana,1420,1540,1687,1899,1959,0,0,0,0,0
94,Guainía,94888,Morichal,685,739,807,908,937,0,0,0,0,0
95,Guaviare,95001,San José del Guaviare,43611,46348,49544,52815,54333,149,220,77,605,478
95,Guaviare,95015,Calamar,7204,7962,8779,9528,9801,33,19,4,56,39
95,Guaviare,95025,El Retorno,10860,11681,12664,13653,13684,53,55,38,227,75
95,Guaviare,95200,Miraflores,5428,5815,6289,6771,6898,0,0,1,1,0
97,Vaupés,97001,Mitú,21952,24633,27356,29850,31302,1,9,0,2,199
97,Vaupés,97161,Carurú,2293,2476,2697,2915,3056,1,0,0,0,1
97,Vaupés,97511,Pacoa,3175,3349,3692,4042,4229,0,1,0,0,4
97,Vaupés,97666,Taraira,1743,1887,2049,2215,2318,0,0,1,0,0
97,Vaupés,97777,Papunahua,762,692,691,727,749,0,0,0,0,0
97,Vaupés,97889,Yavaraté,1212,1073,1027,1048,1067,0,0,0,0,0
99,Vichada,99001,Puerto Carreño,20319,20921,21087,20936,20474,27,32,5,5,214
99,Vichada,99524,La Primavera,9694,10098,10233,10122,9799,25,72,0,3,92
99,Vichada,99624,Santa Rosalía,4551,4296,4083,4059,4130,15,14,9,0,31
99,Vichada,99773,Cumaribo,51719,57693,65161,72691,76196,52,55,16,6,39
