State code,State,Municipality code,Municipality,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Cases 2015,Cases 2016,Cases 2017,Cases 2018,Cases 2019,Age 0-4 (%),Age 5-14 (%),Age 15-29 (%),Age >30 (%),Afrocolombian Population (%),Indian Population (%),People with Disabilities (%),People who cannot read or write (%),Secondary/Higher Education (%),Employed population (%),Unemployed population (%),People doing housework (%),Retired people (%),Men (%),Women (%),Households without water access (%),Households without internet access (%),Building stratification 1 (%),Building stratification 2 (%),Building stratification 3 (%),Building stratification 4 (%),Building stratification 5 (%),Building stratification 6 (%),Number of hospitals per Km2,Number of houses per Km2
41,Huila,41013,Agrado,9185,8962,8823,8800,8866,56,87,2,24,46,8.33,18.64,26.22,46.81,0.19,0.29,18.39,9.78,40.65,30.01,6.89,20.84,0.78,49.78,50.22,18.73,70.68,0.6303490136570562,0.09347496206373293,0.0039453717754172985,0.00030349013657056146,0.0,0.0,0.0045045045045045045,11.22972972972973
41,Huila,41016,Aipe,16525,16264,16158,16163,16361,309,99,23,118,426,8.5,17.76,25.59,48.15,0.19,0.05,8.77,8.81,47.99,31.42,5.49,20.94,0.81,49.67,50.33,13.37,65.57,0.3829896907216495,0.2867697594501718,0.007216494845360825,0.000859106529209622,0.0003436426116838488,0.0003436426116838488,0.0012468827930174563,5.266832917705735
41,Huila,41020,Algeciras,22515,22453,22408,22481,22498,144,313,69,35,385,7.57,19.25,26.95,46.23,0.11,0.06,9.78,8.91,37.73,36.81,1.61,21.78,0.17,51.56,48.44,17.0,67.92,0.4161892901618929,0.23848069738480698,0.00460772104607721,0.00024906600249066,0.00012453300124533,0.0,0.0017543859649122807,10.242105263157894
41,Huila,41026,Altamira,4033,4167,4232,4275,4323,13,23,0,3,8,6.72,14.63,30.53,48.12,0.14,0.07,12.69,5.64,45.41,30.13,4.25,21.95,1.22,55.03,44.97,8.45,71.07,0.23544145272385722,0.49906073888541014,0.007514088916718848,0.0012523481527864746,0.0012523481527864746,0.0,0.0,6.622340425531915
41,Huila,41078,Baraya,8527,8482,8402,8338,8282,29,12,16,7,225,6.17,17.25,27.17,49.41,0.28,0.07,4.31,11.26,39.5,21.55,14.63,23.99,0.39,53.9,46.1,22.13,74.69,0.5881211180124224,0.11684782608695653,0.018245341614906832,0.0019409937888198758,0.00038819875776397513,0.0011645962732919255,0.0013333333333333333,2.6546666666666665
41,Huila,41132,Campoalegre,32574,31925,31316,31087,31195,221,139,43,8,371,7.47,16.55,24.89,51.09,0.2,0.3,14.44,7.44,48.64,38.11,3.93,20.04,0.99,49.61,50.39,13.22,64.78,0.47454481173767016,0.2575570090153792,0.031111896765069823,0.0005303164221318721,0.00017677214071062401,0.0,0.0045385779122541605,13.788199697428139
41,Huila,41206,Colombia,9208,8409,7647,7285,7136,73,12,8,1,117,7.97,17.81,23.85,50.37,0.1,0.01,12.17,10.81,31.32,21.11,6.36,37.19,0.31,54.19,45.81,27.15,69.78,0.4671675922901013,0.15909833387781772,0.005880431231623653,0.0006533812479581836,0.0,0.0,0.0005889281507656066,1.2909305064782097
41,Huila,41244,Elías,4204,4200,4195,4211,4257,97,20,2,0,20,6.58,18.04,24.63,50.75,0.27,0.05,8.89,6.32,41.19,33.16,2.86,25.11,0.46,51.95,48.05,8.89,72.79,0.5912408759124088,0.1108161911081619,0.003981420039814201,0.0006635700066357001,0.0,0.0,0.012195121951219513,13.939024390243903
41,Huila,41298,Garzón,71888,72005,72028,72382,73292,544,313,94,88,519,8.24,17.97,26.39,47.4,0.39,0.07,9.17,6.25,47.1,37.35,3.61,18.17,1.31,50.26,49.74,8.12,64.2,0.3270082226438963,0.3627450980392157,0.06321157495256167,0.010357368753953194,0.00019765970904490828,0.00011859582542694497,0.006896551724137931,34.498275862068965
41,Huila,41306,Gigante,24673,24595,24508,24583,24634,57,55,7,1,41,7.28,18.14,25.28,49.31,0.36,0.1,10.98,7.39,45.85,35.61,3.62,21.21,0.91,49.79,50.21,12.01,66.48,0.3569919729615547,0.33396704689480355,0.011406844106463879,0.0008449514152936206,0.0004224757076468103,0.0,0.001597444089456869,11.186900958466454
41,Huila,41319,Guadalupe,17802,17811,17786,17890,18104,61,136,3,3,155,8.36,19.87,25.78,45.99,0.16,0.13,8.14,7.67,38.99,34.95,3.46,22.04,0.31,50.98,49.02,20.67,69.8,0.49268054651919324,0.17696811971372803,0.010572543916720885,0.00048796356538711777,0.00016265452179570593,0.00016265452179570593,0.003937007874015748,17.653543307086615
41,Huila,41349,Hobo,7175,7212,7246,7286,7335,190,30,11,2,159,8.43,17.85,25.78,47.94,0.42,0.25,8.93,8.52,40.31,37.93,3.39,20.63,0.4,50.87,49.13,17.91,70.78,0.2766531713900135,0.32051282051282054,0.0006747638326585695,0.00033738191632928474,0.00033738191632928474,0.00033738191632928474,0.004608294930875576,10.0
41,Huila,41357,Íquira,9979,9596,9322,9248,9291,41,37,7,8,70,9.32,19.98,25.96,44.74,0.2,18.49,8.35,7.4,38.34,34.15,3.43,21.95,0.41,51.17,48.83,19.45,63.28,0.4273329933707292,0.1710861805201428,0.0033146353901070884,0.0,0.0,0.0,0.0018796992481203006,4.795112781954887
41,Huila,41359,Isnos,25975,25721,25304,25186,25463,9,16,10,9,16,7.88,17.65,27.73,46.74,0.08,1.87,15.88,8.28,38.1,36.87,3.24,23.96,0.11,50.71,49.29,18.18,83.56,0.6460186957990764,0.11420204978038068,0.006757517738484063,0.0005631264782070053,0.00011262529564140106,0.0,0.0014347202295552368,11.146341463414634
41,Huila,41378,La Argentina,12788,12839,12823,12866,13021,2,10,0,0,2,8.68,20.04,26.81,44.46,0.34,6.73,5.19,6.44,38.93,33.01,1.79,27.24,0.15,50.82,49.18,16.17,64.57,0.5160802118804388,0.1102913356034809,0.004540295119182747,0.00037835792659856227,0.0,0.0,0.001597444089456869,5.821086261980831
41,Huila,41396,La Plata,60805,60819,60730,61026,61735,275,464,67,33,197,9.27,19.7,26.93,44.11,1.0,5.21,10.47,7.24,42.96,34.6,3.28,19.56,0.58,50.7,49.3,21.51,72.98,0.41181633660650613,0.28141971583740194,0.04086894508749794,0.0006034340885402381,0.0002742882220637446,0.00010971528882549784,0.004720692368214005,11.634146341463415
41,Huila,41483,Nátaga,6713,6617,6496,6469,6520,4,1,2,0,5,10.07,19.88,26.02,44.03,0.34,8.58,11.67,8.87,38.08,37.11,1.1,23.23,0.23,51.49,48.51,21.33,67.9,0.4232225494320572,0.20488010096760623,0.00715187210769878,0.00042069835927639884,0.0,0.0,0.007518796992481203,12.714285714285714
41,Huila,41503,Oporapa,11775,11707,11611,11629,11779,14,3,3,1,3,9.91,22.34,27.67,40.09,0.23,0.02,13.27,7.97,36.41,22.37,10.01,25.08,0.06,51.07,48.93,13.02,72.03,0.6023485455030692,0.114758473445423,0.0016012810248198558,0.0005337603416066186,0.0,0.0,0.005319148936170213,15.382978723404255
41,Huila,41518,Paicol,6561,6550,6561,6583,6655,13,40,2,2,54,8.22,18.09,25.64,48.05,0.97,0.31,12.95,6.46,44.41,31.71,2.3,24.46,0.5,51.28,48.72,19.93,72.85,0.2627646326276463,0.44499792444997927,0.04649232046492321,0.0016604400166044002,0.0008302200083022001,0.00041511000415110004,0.003355704697986577,6.318791946308725
41,Huila,41524,Palermo,26463,26323,26194,26279,26590,87,70,18,16,617,7.79,16.38,25.54,50.29,0.29,0.37,13.37,7.1,47.96,34.62,5.84,20.62,1.2,50.95,49.05,15.58,59.79,0.2619750499952386,0.336158461098943,0.06342253118750595,0.007808780116179411,0.00038091610322826396,0.0,0.0032502708559046588,8.085590465872157
41,Huila,41530,Palestina,11260,11215,11134,11159,11282,7,9,4,3,7,8.81,19.84,26.91,44.44,0.61,3.31,18.36,7.33,36.79,30.6,5.22,24.15,0.05,52.09,47.91,24.99,78.13,0.5328380386329866,0.1649331352154532,0.012778603268945022,0.0005943536404160475,0.0,0.00029717682020802375,0.004545454545454545,12.64090909090909
41,Huila,41548,Pital,13940,13901,13822,13787,13851,12,12,8,20,58,9.86,19.92,25.8,44.41,0.21,0.06,8.8,6.89,39.2,36.4,2.68,20.44,0.52,50.83,49.17,20.49,66.74,0.5313877808104136,0.14822590804115054,0.005668696199874029,0.000419903422212891,0.0002099517111064455,0.0,0.0049261083743842365,16.817733990147783
41,Huila,41551,Pitalito,115131,118234,121528,124359,126682,328,304,103,60,624,8.06,17.55,28.1,46.29,0.92,1.14,7.31,5.21,48.68,35.7,3.98,19.47,0.81,49.65,50.35,11.27,57.53,0.4210137960333609,0.23717103056592806,0.08315631777832436,0.0019900275026272837,0.0003577577532813094,6.70795787402455e-05,0.03553299492385787,58.74111675126903
41,Huila,41615,Rivera,20915,22656,23732,24312,24757,101,76,29,33,394,7.09,16.07,26.95,49.88,0.41,0.99,7.26,5.99,51.84,31.5,5.33,17.76,1.85,53.17,46.83,7.02,63.34,0.2566560170394036,0.4329665128387173,0.032067210980949,0.012187906756596853,0.0,0.00011832919181161993,0.006896551724137931,15.073563218390804
41,Huila,41660,Saladoblanco,10665,10581,10481,10444,10502,1,3,1,2,25,9.59,20.95,27.45,42.01,0.17,0.25,16.37,8.51,32.59,30.01,5.1,25.09,0.11,51.47,48.53,17.55,74.79,0.5293794618341571,0.14250411861614498,0.004942339373970346,0.0008237232289950577,0.0,0.0,0.0034482758620689655,9.724137931034482
41,Huila,41668,San Agustín,33029,32999,32900,33028,33391,26,29,13,11,61,7.9,16.59,26.96,48.55,0.21,2.53,13.87,7.07,40.36,36.64,3.98,23.62,0.58,50.99,49.01,14.73,77.25,0.4910117238384716,0.23734259661311333,0.0467216673903604,0.0004342162396873643,0.00017368649587494572,8.684324793747286e-05,0.0015267175572519084,7.421374045801527
41,Huila,41676,Santa María,10600,10508,10424,10405,10422,4,1,5,1,22,9.55,18.3,26.19,45.96,0.16,7.82,16.1,7.87,37.93,37.62,1.78,22.85,0.39,52.31,47.69,34.84,65.33,0.37124364308830327,0.231622746185853,0.004623208506703652,0.0,0.0004623208506703652,0.0,0.0031847133757961785,9.47452229299363
41,Huila,41770,Suaza,18687,20191,21225,21853,22342,40,38,19,9,139,9.37,18.91,26.96,44.76,0.07,0.05,6.95,7.62,37.9,36.58,3.42,21.68,0.22,51.74,48.26,32.23,78.01,0.6021106674272675,0.0854249857387336,0.004991443240159726,0.0,0.0001426126640045636,0.0001426126640045636,0.002976190476190476,17.0
41,Huila,41791,Tarqui,17836,17690,17501,17440,17587,58,53,21,3,252,8.47,19.33,27.42,44.79,0.12,0.59,8.61,6.53,39.22,30.68,4.25,23.7,0.38,51.3,48.7,17.07,69.2,0.5958649652721693,0.09578420287514133,0.002745921498950089,0.00048457438216766274,0.0,0.00048457438216766274,0.003246753246753247,14.785714285714286
41,Huila,41797,Tesalia,10635,10637,10646,10697,10815,38,24,8,2,81,7.79,18.09,25.32,48.8,0.7,0.1,18.05,6.72,46.92,31.56,5.53,22.26,0.61,50.74,49.26,8.19,74.29,0.6402421447102912,0.14701643124819833,0.004612280196021909,0.0002882675122513693,0.0002882675122513693,0.0,0.002680965147453083,7.619302949061662
41,Huila,41799,Tello,13157,12699,12134,11800,11775,116,21,12,11,175,8.04,17.25,25.6,49.11,0.18,0.74,6.59,9.34,40.38,31.81,3.9,23.79,0.35,52.46,47.54,11.51,66.85,0.4997756841633019,0.12898160610139076,0.00785105428443248,0.00044863167339614175,0.0,0.0,0.0017921146953405018,5.517921146953405
41,Huila,41801,Teruel,8604,8402,8169,8052,8064,12,13,8,1,50,8.5,17.45,26.1,47.95,0.35,0.35,6.41,9.29,39.8,37.65,1.97,22.97,0.42,51.86,48.14,25.75,74.39,0.3160919540229885,0.3785919540229885,0.03017241379310345,0.0010775862068965517,0.0,0.0,0.002004008016032064,4.2885771543086175
41,Huila,41807,Timaná,21917,21871,21751,21799,21921,135,91,42,9,182,7.57,17.27,26.1,49.06,0.3,1.16,14.87,7.75,43.14,33.85,2.28,24.88,0.62,51.04,48.96,9.93,72.43,0.5307578408937946,0.21308386054650694,0.016018306636155607,0.0008076457127473415,0.0,0.00013460761879122358,0.005494505494505495,32.93956043956044
41,Huila,41872,Villavieja,7797,7651,7429,7288,7247,16,14,12,10,106,7.26,15.74,22.7,54.3,0.23,2.58,13.93,9.69,40.54,29.84,5.57,25.74,0.43,51.58,48.42,10.94,76.49,0.47264218862491003,0.23470122390208784,0.0010799136069114472,0.0003599712023038157,0.0,0.0,0.0014925373134328358,3.255223880597015
41,Huila,41885,Yaguará,7624,7654,7693,7730,7774,20,9,10,2,144,7.21,14.05,24.96,53.78,0.26,0.01,6.54,6.75,52.32,31.42,8.01,23.98,0.68,50.64,49.36,6.72,69.37,0.17867528271405492,0.48303715670436187,0.05072697899838449,0.002584814216478191,0.0006462035541195477,0.0,0.00303951367781155,6.9179331306990886
44,La Guajira,44001,Riohacha,167339,172716,179044,188014,195747,241,51,25,411,343,11.52,21.78,28.02,38.68,12.94,29.85,3.25,9.58,50.97,30.95,6.09,14.48,0.68,48.86,51.14,28.1,68.07,0.46383264097166593,0.16169594456139044,0.06182820737318604,0.003688455878243699,0.001881485069205119,0.0002235427804996181,0.03141025641025641,15.606089743589743
44,La Guajira,44035,Albania,24047,25843,27554,29148,30848,16,6,3,37,39,11.72,23.17,30.54,34.57,4.24,36.37,3.32,9.29,48.58,25.77,5.81,17.19,0.12,50.41,49.59,35.17,83.56,0.37968643490115883,0.05671438309475119,0.02958418541240627,0.027130197682344922,0.0006816632583503749,0.000136332651670075,0.011764705882352941,16.60705882352941
44,La Guajira,44078,Barrancas,31638,32804,34124,35743,37170,62,13,1,148,35,11.15,20.44,29.17,39.24,21.98,33.03,2.94,6.45,54.34,27.0,5.88,18.1,0.4,49.47,50.53,30.44,79.21,0.475664767331434,0.12867996201329535,0.03323836657169991,0.00035612535612535614,0.0,0.0,0.008086253369272238,9.467654986522911
44,La Guajira,44090,Dibulla,29264,31496,34502,37740,40051,27,12,0,45,34,12.58,26.02,27.38,34.01,7.56,31.85,5.64,23.72,33.01,25.86,3.97,18.02,0.16,51.13,48.87,42.81,84.16,0.4444096461008456,0.10126317987263807,0.0010439503079653408,0.00010439503079653408,0.00010439503079653408,0.0,0.001224739742804654,5.216166564605022
44,La Guajira,44098,Distracción,11998,12088,12462,13016,13706,12,21,1,18,13,9.69,21.3,28.4,40.62,7.28,20.07,4.49,8.26,55.07,24.95,4.76,18.39,0.43,50.81,49.19,23.99,75.72,0.35380577427821525,0.19055118110236222,0.010761154855643044,0.0005249343832020997,0.0,0.0,0.008620689655172414,14.155172413793103
44,La Guajira,44110,El Molino,7829,7655,7307,7185,7574,21,4,0,29,1,7.34,17.56,24.97,50.12,9.32,2.41,8.93,7.21,54.93,29.64,8.72,20.74,0.49,50.19,49.81,16.91,73.8,0.4718222953517071,0.1760592348827643,0.004113533525298231,0.0008227067050596463,0.00041135335252982314,0.0,0.005263157894736842,10.147368421052631
44,La Guajira,44279,Fonseca,41799,42362,42434,42772,43728,91,11,1,104,29,10.34,20.16,27.31,42.19,7.32,3.09,3.56,6.2,56.59,29.66,5.04,16.6,0.73,49.17,50.83,18.26,74.46,0.48068704136763163,0.1894202080477381,0.07902588500927345,0.00032255463269091205,0.0,0.0,0.013595166163141994,16.39425981873112
44,La Guajira,44378,Hatonuevo,17452,18240,19083,20044,21151,18,6,1,38,24,10.9,22.19,29.87,37.04,11.55,35.62,3.16,6.48,54.62,25.96,6.65,15.9,0.15,49.69,50.31,33.94,80.42,0.5317360986947971,0.1235472912569283,0.016449132844627214,0.001072769533345253,0.0016091543000178795,0.00017879492222420883,0.012048192771084338,19.072289156626507
44,La Guajira,44420,La Jagua del Pilar,3086,3204,3323,3498,3686,0,2,1,0,5,9.28,21.07,27.1,42.55,11.28,2.27,10.43,9.86,49.22,28.12,7.18,18.12,0.37,52.47,47.53,20.34,83.22,0.6298850574712643,0.12873563218390804,0.0022988505747126436,0.0,0.0,0.0,0.003745318352059925,2.805243445692884
44,La Guajira,44430,Maicao,151660,156729,162601,170582,178832,44,8,28,266,228,11.95,22.42,28.53,37.1,4.23,42.28,2.75,10.67,45.6,24.66,6.98,18.21,0.19,48.44,51.56,51.22,79.01,0.38917156445349005,0.12683018005856575,0.012024672384789516,0.00045689601462067244,0.0005815040186081285,4.153600132915204e-05,0.018518518518518517,23.921997755331088
44,La Guajira,44560,Manaure,63883,69021,75878,83072,88881,9,1,8,57,24,15.81,27.77,26.82,29.61,0.47,93.15,0.93,22.52,25.89,18.12,7.56,16.49,0.14,48.87,51.13,89.06,91.68,0.11852284338052839,0.025592370943414586,0.003065245949496424,0.00024327348805527175,9.730939522210869e-05,4.8654697611054344e-05,0.0020294266869609334,9.71740233384069
44,La Guajira,44650,San Juan del Cesar,42864,44149,45410,46953,48387,97,50,6,122,61,8.89,19.09,26.53,45.49,26.3,18.42,8.58,7.13,56.49,31.09,7.7,16.26,0.72,49.41,50.59,23.37,75.05,0.4285436767467461,0.18448487988085216,0.0211746422327268,0.001100822379071424,0.0002590170303697468,0.0001295085151848734,0.014814814814814815,10.752263374485597
44,La Guajira,44847,Uribia,143102,149698,156559,163462,177815,11,10,80,171,113,12.45,25.39,28.52,33.64,0.1,96.38,1.07,26.2,21.48,13.96,6.8,25.79,0.14,48.33,51.67,89.88,91.0,0.0358897774352057,0.008382310434531266,0.0005780903747952597,0.00012043549474901242,4.817419789960497e-05,2.4087098949802485e-05,0.0007317073170731707,4.671219512195122
44,La Guajira,44855,Urumita,13738,12309,11233,10985,11114,29,3,0,26,5,8.5,17.5,25.99,48.01,7.36,1.49,5.01,6.15,59.63,28.16,7.09,18.54,0.56,49.5,50.5,13.91,80.53,0.5565455791638109,0.19945167923235094,0.003427004797806717,0.0006854009595613434,0.0003427004797806717,0.0,0.00303951367781155,8.082066869300911
44,La Guajira,44874,Villanueva,29284,28489,27788,28346,28816,143,17,4,28,91,8.94,19.51,25.36,46.18,1.43,1.82,4.52,6.83,57.03,29.83,7.19,18.9,0.72,48.94,51.06,7.72,78.32,0.5013062409288824,0.2891146589259797,0.0328011611030479,0.00014513788098693758,0.0004354136429608128,0.0,0.022641509433962263,23.637735849056604
47,Magdalena,47001,Santa Marta,466106,472725,482113,499192,521239,270,117,55,947,695,7.98,17.4,27.05,47.57,3.54,1.63,4.16,3.77,64.48,35.52,6.19,14.76,2.74,48.42,51.58,15.92,38.4,0.30106513068422075,0.14337550427995108,0.19971771751179987,0.040473823156306786,0.011119872915738106,0.016422669455206228,0.09681372549019608,53.26674836601307
47,Magdalena,47030,Algarrobo,13482,14134,14806,15511,16194,1,0,0,21,23,10.64,23.36,26.49,39.51,1.64,0.17,6.25,12.02,44.02,29.09,2.89,22.26,0.46,51.97,48.03,11.28,74.49,0.8127925117004681,0.006500260010400416,0.00026001040041601667,0.00026001040041601667,0.0,0.00026001040041601667,0.004962779156327543,8.384615384615385
47,Magdalena,47053,Aracataca,39143,39318,39354,39857,40726,17,3,2,81,202,9.72,22.2,28.12,39.96,7.32,8.53,2.65,12.54,46.96,27.59,5.91,21.42,1.14,50.73,49.27,30.6,86.15,0.7007238883143744,0.08407445708376422,0.003516028955532575,0.000517063081695967,0.000517063081695967,0.0,0.0011267605633802818,5.007323943661972
47,Magdalena,47058,Ariguaní,31212,30609,30040,30218,31077,10,14,3,130,307,9.4,21.76,25.2,43.64,0.41,0.15,1.9,12.72,45.06,35.72,3.4,18.59,0.22,51.22,48.78,30.6,75.41,0.6224608918982022,0.10868550081718421,0.001634368433341116,0.000817184216670558,0.0,0.0,0.00265017667844523,6.586572438162544
47,Magdalena,47161,Cerro de San Antonio,9469,9549,9654,9890,9885,0,1,0,0,14,8.57,20.83,24.01,46.58,0.21,0.09,4.91,19.08,40.99,32.91,2.83,26.53,0.13,51.76,48.24,26.17,83.74,0.8242553191489361,0.002553191489361702,0.000425531914893617,0.0,0.0,0.0,0.005434782608695652,10.88586956521739
47,Magdalena,47170,Chivolo,19698,20625,21202,21862,22715,15,2,0,5,267,9.5,22.26,25.41,42.83,0.6,0.08,1.8,12.1,43.04,31.01,5.54,19.79,0.17,53.38,46.62,28.91,81.67,0.6335528723015001,0.006586169045005488,0.0,0.0005488474204171241,0.0,0.0,0.001893939393939394,8.778409090909092
47,Magdalena,47189,Ciénaga,114444,115667,117133,120071,122285,101,20,4,48,216,8.98,19.42,27.55,44.05,4.41,1.98,4.44,7.57,55.54,30.62,7.25,18.19,1.6,49.65,50.35,15.75,74.25,0.5084814216478191,0.2095501429104014,0.06123400024853983,0.001056294271156953,0.00018640487138063875,0.00015533739281719896,0.017108167770419427,15.582781456953642
47,Magdalena,47205,Concordia,10361,10339,10326,10505,10908,2,0,1,1,8,7.04,19.57,20.59,52.79,0.51,0.13,3.84,17.57,38.27,26.02,4.54,24.28,0.3,52.83,47.17,12.9,72.88,0.8070903864580007,0.0015969338869370809,0.0,0.0012775471095496647,0.0,0.0,0.00909090909090909,23.48181818181818
47,Magdalena,47245,El Banco,62552,63151,63844,65457,67811,101,67,5,7,93,9.61,21.28,25.99,43.12,35.38,0.17,11.79,11.52,45.91,31.46,5.61,18.0,0.51,50.5,49.5,37.32,76.28,0.7054123866162071,0.08596143449270138,0.013636090586892533,0.0007208506037123806,0.0003003544182134919,0.0,0.024509803921568627,17.15073529411765
47,Magdalena,47258,El Piñón,21700,21868,22022,22530,23400,74,2,0,0,30,8.54,19.12,23.88,48.46,36.86,0.09,6.68,15.71,39.51,29.61,7.44,20.84,0.19,52.19,47.81,21.75,80.48,0.7698492462311558,0.002412060301507538,0.00020100502512562814,0.0004020100502512563,0.00020100502512562814,0.00020100502512562814,0.0034423407917383822,7.1497418244406195
47,Magdalena,47268,El Retén,18748,18957,19179,19697,20455,2,2,0,53,12,9.81,22.95,28.34,38.9,26.46,0.21,2.78,14.23,46.46,25.02,6.86,19.6,0.28,51.32,48.68,14.49,82.87,0.8152704549892599,0.006053505174770553,0.0017574692442882249,0.0005858230814294083,0.0,0.0,0.0036496350364963502,15.912408759124087
47,Magdalena,47288,Fundación,61951,63120,64411,66433,68681,232,102,4,631,102,9.5,21.91,26.68,41.91,3.11,8.65,3.5,10.44,49.95,30.47,4.05,20.31,0.69,49.29,50.71,11.94,65.86,0.5929083206945244,0.13336122587730767,0.023272841378588986,0.0008367763192301658,0.00015689555985565608,5.229851995188536e-05,0.022556390977443608,17.172932330827066
47,Magdalena,47318,Guamal,26818,26729,26480,26620,27345,305,35,15,6,136,9.07,21.82,21.94,47.17,0.34,0.02,5.73,13.61,43.54,26.68,4.63,24.76,0.66,51.85,48.15,30.15,80.81,0.7388228636106395,0.04640633842671194,0.0014148273910582908,0.0014148273910582908,0.0,0.0,0.0036101083032490976,10.929602888086643
47,Magdalena,47460,Nueva Granada,18828,19018,19196,19663,20485,4,0,0,75,224,9.72,23.97,25.37,40.94,0.27,0.03,1.45,14.38,36.84,32.08,1.82,21.89,0.18,52.22,47.78,60.6,83.81,0.7202935925411624,0.01229914699464392,0.00019837333862328903,0.0,0.00019837333862328903,0.0,0.0017857142857142857,3.888392857142857
47,Magdalena,47541,Pedraza,8994,9038,9066,9196,9225,1,1,0,0,0,8.81,21.17,22.72,47.3,42.56,0.04,0.53,13.85,39.79,27.69,6.1,20.15,0.29,52.41,47.59,16.49,78.57,0.7726530612244898,0.002857142857142857,0.0008163265306122449,0.0,0.0,0.0,0.0005889281507656066,1.1442873969375735
47,Magdalena,47545,Pijiño del Carmen,11962,11889,11888,12093,12548,12,2,0,2,32,10.66,24.05,24.62,40.66,0.75,0.25,6.66,10.96,44.42,25.37,3.72,20.95,0.12,51.83,48.17,21.99,73.24,0.5431328036322361,0.006242905788876277,0.004256526674233825,0.00028376844494892167,0.0,0.00028376844494892167,0.0019011406844106464,5.055133079847908
47,Magdalena,47551,Pivijay,38508,37951,37260,37341,38203,86,9,5,11,83,8.54,19.68,23.73,48.06,0.35,0.06,8.86,13.35,43.7,31.87,5.11,21.44,0.54,51.1,48.9,32.97,71.42,0.5320214354739524,0.07976807519985944,0.012211192128612844,0.00035140121233418256,8.785030308354564e-05,0.00017570060616709128,0.003667481662591687,5.542176039119805
47,Magdalena,47555,Plato,59336,59847,60427,61766,63026,56,17,0,18,434,9.31,21.37,25.83,43.5,12.71,0.16,2.7,13.87,45.14,35.02,4.64,17.39,0.44,51.17,48.83,19.71,76.77,0.6116117404737385,0.12738156539649845,0.020661688980432545,0.00025746652935118434,0.0,0.0,0.007313829787234043,9.301196808510639
47,Magdalena,47570,Puebloviejo,28133,28601,29030,29824,31151,4,2,0,1,21,10.28,20.69,27.85,41.17,5.93,0.0,4.54,13.01,47.35,26.74,7.4,20.47,0.15,51.14,48.86,82.33,91.86,0.912286869397082,0.008964668658815258,0.0005273334505185445,0.0005273334505185445,0.00017577781683951485,0.0,0.004341534008683068,7.74095513748191
47,Magdalena,47605,Remolino,10945,11040,11166,11445,11702,1,1,0,0,1,8.57,18.73,25.6,47.1,0.1,0.0,1.03,14.26,43.05,34.92,3.66,24.06,0.71,52.04,47.96,5.64,70.23,0.643840330350998,0.0010323468685478321,0.0,0.0,0.0,0.0,0.0016366612111292963,3.4828150572831422
47,Magdalena,47660,Sabanas de San Ángel,15776,15582,15448,15644,16247,13,4,0,44,20,10.26,23.92,23.77,42.05,2.34,8.36,1.51,18.26,34.49,30.64,3.07,21.61,0.14,53.73,46.27,35.01,67.45,0.5612722170252572,0.019176800748362956,0.00023386342376052386,0.0004677268475210477,0.0,0.0,0.0016736401673640166,2.8443514644351464
47,Magdalena,47675,Salamina,10414,10480,10535,10733,11043,24,0,0,1,3,7.79,17.34,25.12,49.75,0.43,0.09,10.63,11.43,43.88,27.53,7.79,23.59,0.54,50.91,49.09,6.93,60.09,0.7701572432251589,0.04048176647708264,0.00234192037470726,0.0010036801605888257,0.0,0.0,0.011428571428571429,14.474285714285715
47,Magdalena,47692,San Sebastián de Buenavista,19746,19580,19359,19523,20171,6,86,43,2,121,9.64,21.75,23.07,45.54,0.27,0.08,4.07,11.24,44.3,21.65,10.65,21.52,0.1,51.42,48.58,29.58,81.1,0.7829965410522484,0.009284543965046422,0.0007281995266703076,0.0001820498816675769,0.0,0.0,0.007263922518159807,11.179176755447942
47,Magdalena,47703,San Zenón,11417,11454,11474,11681,12104,14,22,0,4,17,10.46,24.17,24.58,40.79,0.35,0.11,5.36,11.92,41.18,28.24,4.26,20.96,0.18,51.41,48.59,16.17,75.93,0.7667534157449577,0.004554326610279766,0.0,0.00032530904359141186,0.0,0.0,0.004201680672268907,10.806722689075631
47,Magdalena,47707,Santa Ana,25642,25632,25432,25438,25750,105,16,2,2,181,9.56,22.42,24.79,43.22,12.39,0.14,3.79,10.89,46.36,30.94,4.22,19.61,0.36,51.9,48.1,22.89,83.47,0.6326077298978232,0.041314971123944916,0.0016289056715533836,0.0005923293351103214,0.0,0.00014808233377758035,0.0035714285714285713,5.1848214285714285
47,Magdalena,47720,Santa Bárbara de Pinto,10105,10210,10323,10575,10977,10,1,1,0,3,8.55,22.56,24.32,44.57,4.15,0.09,5.58,13.71,42.31,29.15,3.69,24.4,0.37,51.54,48.46,16.72,75.12,0.6119538834951457,0.003944174757281553,0.0,0.0006067961165048543,0.0,0.0,0.002012072434607646,5.064386317907445
47,Magdalena,47745,Sitionuevo,26162,26330,26530,27128,28254,3,3,0,5,2,9.21,21.39,26.71,42.68,0.11,0.02,4.23,16.36,40.26,20.57,15.13,21.19,0.2,52.0,48.0,48.83,89.75,0.8276840611697934,0.002364811603342267,0.00031530821377896896,0.00015765410688948448,0.0,0.0,0.006109979633401222,12.128309572301426
